state_range,action
[107.   2.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[105.   3.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[106.   4.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[108.   5.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[109.   6.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[104.   7.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[107.   8.  75.   1.   0.   0.   6.   0.   0. 180.],"0,0"
[130.    9.   75.    2.    1.5   1.    6.    0.    0.  180. ],"3,0"
[115.   10.   75.    3.    1.5   2.    6.    0.    0.  180. ],"0,0"
[105.   11.   75.    4.    1.5   3.    6.    0.    0.  180. ],"0,0"
[103.   12.    0.    0.    1.5   4.    6.    0.    0.  180. ],"0,0"
[ 76.  13.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 72.  14.  73.   1.   0.   0.   6.   0.   0. 180.],"0,0"
[101.   15.   73.    2.    1.5   1.    6.    0.    0.  180. ],"3,0"
[101.   16.   73.    3.    1.5   2.    6.    0.    0.  180. ],"0,0"
[ 98.   17.   73.    4.    1.5   3.    6.    0.    0.  180. ],"0,0"
[ 90.   18.    0.    0.    1.5   4.    6.    0.    0.  180. ],"0,0"
[ 56.  19.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 95.  20.  85.   1.   0.   0.   6.   0.   0. 180.],"0,1"
[127.  21.  85.   2.   2.   1.   6.   0.   0. 180.],"4,0"
[130.  22.  85.   3.   2.   2.   6.   0.   0. 180.],"0,0"
[134.  23.  85.   4.   2.   3.   6.   0.   0. 180.],"0,0"
[132.   0.   0.   0.   2.   4.   6.   0.   0. 163.],"0,0"
[ 93.   1.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 87.   2.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 92.   3.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 94.   4.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 99.   5.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 95.   6.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 98.   7.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[102.   8.  59.   1.   0.   0.   6.   0.   0. 163.],"0,0"
[126.    9.   59.    2.    1.5   1.    6.    0.    0.  163. ],"3,0"
[ 95.   10.   59.    3.    1.5   2.    6.    0.    0.  163. ],"0,0"
[ 71.   11.   59.    4.    1.5   3.    6.    0.    0.  163. ],"0,0"
[ 61.   12.    0.    0.    1.5   4.    6.    0.    0.  163. ],"0,0"
[ 69.  13.  82.   1.   0.   0.   6.   0.   0. 163.],"0,1"
[ 98.  14.  82.   2.   0.   0.   6.   0.   0. 163.],"0,0"
[212.  15.  82.   3.   2.   1.   6.   0.   0. 163.],"4,0"
[172.   16.   82.    4.    2.5   2.    6.    0.    0.  163. ],"1,0"
[ 41.  17.   0.   0.   3.   3.   6.   0.   0. 163.],"1,0"
[  0.  18.   0.   0.   3.   4.   6.   0.   0. 163.],"0,2"
[ 50.  19.   0.   0.   0.   0.   6.   0.   0. 163.],"0,3"
[123.  20.  95.   1.   0.   0.   6.   0.   0. 163.],"0,2"
[159.   21.   95.    2.    2.5   1.    6.    0.    0.  163. ],"5,0"
[154.   22.   95.    3.    2.5   2.    6.    0.    0.  163. ],"0,0"
[160.   23.   95.    4.    2.5   3.    6.    0.    0.  163. ],"0,0"
[142.   0.   0.   0.   3.   4.   6.   0.   0. 133.],"1,0"
[ 93.   1.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 90.   2.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 92.   3.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 94.   4.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 94.   5.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 99.   6.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 98.   7.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 95.   8.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 92.   9.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 94.  10.  66.   1.   0.   0.   6.   0.   0. 133.],"0,0"
[120.  11.  66.   2.   2.   1.   6.   0.   0. 133.],"4,0"
[114.  12.  66.   3.   2.   2.   6.   0.   0. 133.],"0,0"
[112.  13.  66.   4.   2.   3.   6.   0.   0. 133.],"0,0"
[115.  14.   0.   0.   2.   4.   6.   0.   0. 133.],"0,0"
[ 93.  15.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 97.  16.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 94.  17.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 94.  18.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 93.  19.   0.   0.   0.   0.   6.   0.   0. 133.],"0,0"
[ 93.  20.  47.   1.   0.   0.   6.   0.   0. 133.],"0,0"
[108.   21.   47.    2.    1.5   1.    6.    0.    0.  133. ],"3,0"
[104.   22.   47.    3.    1.5   2.    6.    0.    0.  133. ],"0,0"
[107.   23.   47.    4.    1.5   3.    6.    0.    0.  133. ],"0,0"
[103.    0.    0.    0.    1.5   4.    6.    0.    0.  189. ],"0,0"
[ 64.   1.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[102.   2.   0.   0.   0.   0.   6.   0.   0. 189.],"0,1"
[100.   3.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 99.   4.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 96.   5.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 99.   6.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[102.   7.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 96.   8.  54.   1.   0.   0.   6.   0.   0. 189.],"0,0"
[120.   9.  54.   2.   1.   1.   6.   0.   0. 189.],"2,0"
[106.  10.  54.   3.   1.   2.   6.   0.   0. 189.],"0,0"
[ 98.  11.  54.   4.   1.   3.   6.   0.   0. 189.],"0,0"
[102.  12.   0.   0.   1.   4.   6.   0.   0. 189.],"0,0"
[ 79.  13.  81.   1.   0.   0.   6.   0.   0. 189.],"0,0"
[109.   14.   81.    2.    1.5   1.    6.    0.    0.  189. ],"3,0"
[127.   15.   81.    3.    1.5   2.    6.    0.    0.  189. ],"0,0"
[133.   16.   81.    4.    1.5   3.    6.    0.    0.  189. ],"0,0"
[135.   17.    0.    0.    1.5   4.    6.    0.    0.  189. ],"0,0"
[ 95.  18.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 93.  19.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 94.  20.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 89.  21.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 90.  22.  94.   1.   0.   0.   6.   0.   0. 189.],"0,0"
[128.  23.  94.   2.   2.   1.   6.   0.   0. 189.],"4,0"
[130.   0.  94.   3.   2.   2.   6.   0.   0. 171.],"0,0"
[121.   1.  94.   4.   2.   3.   6.   0.   0. 171.],"0,0"
[121.   2.   0.   0.   2.   4.   6.   0.   0. 171.],"0,0"
[ 82.   3.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 84.   4.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 86.   5.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 91.   6.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 95.   7.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 89.   8.  42.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[106.   9.  42.   2.   1.   1.   6.   0.   0. 171.],"2,0"
[ 88.  10.  42.   3.   1.   2.   6.   0.   0. 171.],"0,0"
[ 75.  11.  42.   4.   1.   3.   6.   0.   0. 171.],"0,0"
[ 68.  12.   0.   0.   1.   4.   6.   0.   0. 171.],"0,0"
[ 88.  13.   0.   0.   0.   0.   6.   0.   0. 171.],"0,1"
[ 90.  14.  97.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[129.   15.   97.    2.    2.5   1.    6.    0.    0.  171. ],"5,0"
[ 97.   16.   97.    3.    2.5   2.    6.    0.    0.  171. ],"0,0"
[ 55.   17.   97.    4.    2.5   3.    6.    0.    0.  171. ],"0,0"
[ 69.   18.    0.    0.    2.5   4.    6.    0.    0.  171. ],"0,1"
[ 51.  19.   0.   0.   0.   0.   6.   0.   0. 171.],"0,1"
[118.  20.   0.   0.   0.   0.   6.   0.   0. 171.],"0,2"
[122.  21.  80.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[154.  22.  80.   2.   2.   1.   6.   0.   0. 171.],"4,0"
[156.  23.  80.   3.   2.   2.   6.   0.   0. 171.],"0,0"
[151.   0.  80.   4.   2.   3.   6.   0.   0. 156.],"0,0"
[140.   1.   0.   0.   2.   4.   6.   0.   0. 156.],"0,0"
[106.   2.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[105.   3.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[107.   4.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[105.   5.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[109.   6.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[105.   7.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[103.   8.  54.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[125.    9.   54.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[ 93.   10.   54.    3.    1.5   2.    6.    0.    0.  156. ],"0,0"
[ 73.   11.   54.    4.    1.5   3.    6.    0.    0.  156. ],"0,0"
[ 60.   12.    0.    0.    1.5   4.    6.    0.    0.  156. ],"0,0"
[ 71.  13.   0.   0.   0.   0.   6.   0.   0. 156.],"0,1"
[ 68.  14.  74.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[ 93.  15.  74.   2.   0.   0.   6.   0.   0. 156.],"0,0"
[199.  16.  74.   3.   2.   1.   6.   0.   0. 156.],"4,0"
[141.   17.   74.    4.    2.5   2.    6.    0.    0.  156. ],"1,0"
[ 37.   18.    0.    0.    2.5   3.    6.    0.    0.  156. ],"0,0"
[ 18.   19.    0.    0.    2.5   4.    6.    0.    0.  156. ],"0,2"
[ 82.  20.  60.   1.   0.   0.   6.   0.   0. 156.],"0,3"
[111.   21.   60.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[115.   22.   60.    3.    1.5   2.    6.    0.    0.  156. ],"0,0"
[129.   23.   60.    4.    1.5   3.    6.    0.    0.  156. ],"0,0"
[133.    0.    0.    0.    1.5   4.    6.    0.    0.  156. ],"0,0"
[101.   1.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 99.   2.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[100.   3.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 96.   4.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 97.   5.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[100.   6.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 98.   7.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 99.   8.  43.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[118.   9.  43.   2.   1.   1.   6.   0.   0. 156.],"2,0"
[111.  10.  43.   3.   1.   2.   6.   0.   0. 156.],"0,0"
[108.  11.  43.   4.   1.   3.   6.   0.   0. 156.],"0,0"
[111.  12.   0.   0.   1.   4.   6.   0.   0. 156.],"0,0"
[ 97.  13.  61.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[118.   14.   61.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[121.   15.   61.    3.    1.5   2.    6.    0.    0.  156. ],"0,0"
[118.   16.   61.    4.    1.5   3.    6.    0.    0.  156. ],"0,0"
[114.   17.    0.    0.    1.5   4.    6.    0.    0.  156. ],"0,0"
[ 83.  18.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 86.  19.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 84.  20.  83.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[119.  21.  83.   2.   2.   1.   6.   0.   0. 156.],"4,0"
[134.  22.  83.   3.   2.   2.   6.   0.   0. 156.],"0,0"
[156.  23.  83.   4.   2.   3.   6.   0.   0. 156.],"0,0"
[157.   0.   0.   0.   2.   4.   6.   0.   0. 171.],"0,0"
[112.   1.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[106.   2.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[105.   3.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[105.   4.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[102.   5.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[102.   6.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[104.   7.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 99.   8.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[102.   9.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 96.  10.  64.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[120.   11.   64.    2.    1.5   1.    6.    0.    0.  171. ],"3,0"
[107.   12.   64.    3.    1.5   2.    6.    0.    0.  171. ],"0,0"
[102.   13.   64.    4.    1.5   3.    6.    0.    0.  171. ],"0,0"
[102.   14.    0.    0.    1.5   4.    6.    0.    0.  171. ],"0,0"
[ 72.  15.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 75.  16.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 70.  17.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 64.  18.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[103.  19.   0.   0.   0.   0.   6.   0.   0. 171.],"0,1"
[ 98.  20.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 98.  21.  44.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[111.  22.  44.   2.   1.   1.   6.   0.   0. 171.],"2,0"
[119.  23.  44.   3.   1.   2.   6.   0.   0. 171.],"0,0"
[119.   0.  44.   4.   1.   3.   6.   0.   0. 211.],"0,0"
[ 99.   1.   0.   0.   1.   4.   6.   0.   0. 211.],"0,0"
[ 70.   2.   0.   0.   0.   0.   6.   0.   0. 211.],"0,0"
[ 67.   3.   0.   0.   0.   0.   6.   0.   0. 211.],"0,0"
[105.   4.   0.   0.   0.   0.   6.   0.   0. 211.],"0,1"
[102.   5.   0.   0.   0.   0.   6.   0.   0. 211.],"0,0"
[ 97.   6.   0.   0.   0.   0.   6.   0.   0. 211.],"0,0"
[100.   7.   0.   0.   0.   0.   6.   0.   0. 211.],"0,0"
[ 97.   8.  44.   1.   0.   0.   6.   0.   0. 211.],"0,0"
[109.   9.  44.   2.   1.   1.   6.   0.   0. 211.],"2,0"
[ 78.  10.  44.   3.   1.   2.   6.   0.   0. 211.],"0,0"
[ 49.  11.  44.   4.   1.   3.   6.   0.   0. 211.],"0,0"
[107.  12.   0.   0.   1.   4.   6.   0.   0. 211.],"0,2"
[ 79.  13.   0.   0.   0.   0.   6.   0.   0. 211.],"0,0"
[ 76.  14.  88.   1.   0.   0.   6.   0.   0. 211.],"0,0"
[110.   15.   88.    2.    1.5   1.    6.    0.    0.  211. ],"3,0"
[108.   16.   88.    3.    1.5   2.    6.    0.    0.  211. ],"0,0"
[103.   17.   88.    4.    1.5   3.    6.    0.    0.  211. ],"0,0"
[ 94.   18.    0.    0.    1.5   4.    6.    0.    0.  211. ],"0,0"
[ 50.  19.   0.   0.   0.   0.   6.   0.   0. 211.],"0,0"
[117.  20.   0.   0.   0.   0.   6.   0.   0. 211.],"0,2"
[111.  21.  99.   1.   0.   0.   6.   0.   0. 211.],"0,0"
[151.  22.  99.   2.   2.   1.   6.   0.   0. 211.],"4,0"
[160.  23.  99.   3.   2.   2.   6.   0.   0. 211.],"0,0"
[147.   0.  99.   4.   2.   3.   6.   0.   0. 171.],"0,0"
[140.   1.   0.   0.   2.   4.   6.   0.   0. 171.],"0,0"
[104.   2.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 99.   3.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[100.   4.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[100.   5.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[101.   6.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[102.   7.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[103.   8.  73.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[130.    9.   73.    2.    1.5   1.    6.    0.    0.  171. ],"3,0"
[123.   10.   73.    3.    1.5   2.    6.    0.    0.  171. ],"0,0"
[112.   11.   73.    4.    1.5   3.    6.    0.    0.  171. ],"0,0"
[115.   12.    0.    0.    1.5   4.    6.    0.    0.  171. ],"0,0"
[ 89.  13.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 91.  14.  62.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[113.   15.   62.    2.    1.5   1.    6.    0.    0.  171. ],"3,0"
[ 96.   16.   62.    3.    1.5   2.    6.    0.    0.  171. ],"0,0"
[ 79.   17.   62.    4.    1.5   3.    6.    0.    0.  171. ],"0,0"
[ 65.   18.    0.    0.    1.5   4.    6.    0.    0.  171. ],"0,0"
[ 70.  19.   0.   0.   0.   0.   6.   0.   0. 171.],"0,1"
[ 68.  20.  47.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[ 84.  21.  47.   2.   0.   0.   6.   0.   0. 171.],"0,0"
[148.  22.  47.   3.   1.   1.   6.   0.   0. 171.],"2,0"
[158.  23.  47.   4.   1.   2.   6.   0.   0. 171.],"0,0"
[137.   0.   0.   0.   1.   3.   6.   0.   0. 180.],"0,0"
[ 91.   1.   0.   0.   1.   4.   6.   0.   0. 180.],"0,0"
[ 73.   2.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 71.   3.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 69.   4.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[107.   5.   0.   0.   0.   0.   6.   0.   0. 180.],"0,1"
[109.   6.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[109.   7.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[105.   8.  79.   1.   0.   0.   6.   0.   0. 180.],"0,0"
[135.   9.  79.   2.   2.   1.   6.   0.   0. 180.],"4,0"
[ 86.  10.  79.   3.   2.   2.   6.   0.   0. 180.],"0,0"
[ 48.  11.  79.   4.   2.   3.   6.   0.   0. 180.],"0,0"
[102.  12.   0.   0.   2.   4.   6.   0.   0. 180.],"0,2"
[ 62.  13.  99.   1.   0.   0.   6.   0.   0. 180.],"0,0"
[102.  14.  99.   2.   0.   0.   6.   0.   0. 180.],"0,0"
[244.  15.  99.   3.   2.   1.   6.   0.   0. 180.],"4,0"
[212.   16.   99.    4.    2.5   2.    6.    0.    0.  180. ],"1,0"
[ 70.  17.   0.   0.   3.   3.   6.   0.   0. 180.],"1,0"
[  0.  18.   0.   0.   3.   4.   6.   0.   0. 180.],"0,1"
[ 40.  19.   0.   0.   0.   0.   6.   0.   0. 180.],"0,3"
[109.  20.  84.   1.   0.   0.   6.   0.   0. 180.],"0,2"
[142.  21.  84.   2.   2.   1.   6.   0.   0. 180.],"4,0"
[144.  22.  84.   3.   2.   2.   6.   0.   0. 180.],"0,0"
[153.  23.  84.   4.   2.   3.   6.   0.   0. 180.],"0,0"
[145.   0.   0.   0.   2.   4.   6.   0.   0. 138.],"0,0"
[114.   1.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[117.   2.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[119.   3.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[122.   4.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[120.   5.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[124.   6.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[123.   7.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[123.   8.  58.   1.   0.   0.   6.   0.   0. 138.],"0,0"
[147.    9.   58.    2.    1.5   1.    6.    0.    0.  138. ],"3,0"
[132.   10.   58.    3.    1.5   2.    6.    0.    0.  138. ],"0,0"
[121.   11.   58.    4.    1.5   3.    6.    0.    0.  138. ],"0,0"
[127.   12.    0.    0.    1.5   4.    6.    0.    0.  138. ],"0,0"
[112.  13.  88.   1.   0.   0.   6.   0.   0. 138.],"0,0"
[146.   14.   88.    2.    2.5   1.    6.    0.    0.  138. ],"5,0"
[144.   15.   88.    3.    2.5   2.    6.    0.    0.  138. ],"0,0"
[135.   16.   88.    4.    2.5   3.    6.    0.    0.  138. ],"0,0"
[124.   17.    0.    0.    2.5   4.    6.    0.    0.  138. ],"0,0"
[ 86.  18.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[ 86.  19.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[ 81.  20.  75.   1.   0.   0.   6.   0.   0. 138.],"0,0"
[109.  21.  75.   2.   2.   1.   6.   0.   0. 138.],"4,0"
[123.  22.  75.   3.   2.   2.   6.   0.   0. 138.],"0,0"
[139.  23.  75.   4.   2.   3.   6.   0.   0. 138.],"0,0"
[139.   0.   0.   0.   2.   4.   6.   0.   0. 150.],"0,0"
[103.   1.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[107.   2.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[102.   3.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[104.   4.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[103.   5.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[100.   6.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[102.   7.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[105.   8.  76.   1.   0.   0.   6.   0.   0. 150.],"0,0"
[138.   9.  76.   2.   2.   1.   6.   0.   0. 150.],"4,0"
[112.  10.  76.   3.   2.   2.   6.   0.   0. 150.],"0,0"
[ 88.  11.  76.   4.   2.   3.   6.   0.   0. 150.],"0,0"
[ 85.  12.   0.   0.   2.   4.   6.   0.   0. 150.],"0,0"
[ 94.  13.  87.   1.   0.   0.   6.   0.   0. 150.],"0,1"
[128.   14.   87.    2.    2.5   1.    6.    0.    0.  150. ],"5,0"
[123.   15.   87.    3.    2.5   2.    6.    0.    0.  150. ],"0,0"
[101.   16.   87.    4.    2.5   3.    6.    0.    0.  150. ],"0,0"
[ 82.   17.    0.    0.    2.5   4.    6.    0.    0.  150. ],"0,0"
[ 73.  18.   0.   0.   0.   0.   6.   0.   0. 150.],"0,1"
[ 77.  19.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[ 75.  20.  85.   1.   0.   0.   6.   0.   0. 150.],"0,0"
[109.   21.   85.    2.    2.5   1.    6.    0.    0.  150. ],"5,0"
[103.   22.   85.    3.    2.5   2.    6.    0.    0.  150. ],"0,0"
[106.   23.   85.    4.    2.5   3.    6.    0.    0.  150. ],"0,0"
[ 95.    0.    0.    0.    2.5   4.    6.    0.    0.  138. ],"0,0"
[ 53.   1.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[126.   2.   0.   0.   0.   0.   6.   0.   0. 138.],"0,2"
[128.   3.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[128.   4.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[130.   5.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[135.   6.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[133.   7.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[133.   8.  46.   1.   0.   0.   6.   0.   0. 138.],"0,0"
[152.    9.   46.    2.    1.5   1.    6.    0.    0.  138. ],"3,0"
[129.   10.   46.    3.    1.5   2.    6.    0.    0.  138. ],"0,0"
[106.   11.   46.    4.    1.5   3.    6.    0.    0.  138. ],"0,0"
[ 94.   12.    0.    0.    1.5   4.    6.    0.    0.  138. ],"0,0"
[ 76.  13.   0.   0.   0.   0.   6.   0.   0. 138.],"0,0"
[ 74.  14.  85.   1.   0.   0.   6.   0.   0. 138.],"0,0"
[113.   15.   85.    2.    2.5   1.    6.    0.    0.  138. ],"5,0"
[100.   16.   85.    3.    2.5   2.    6.    0.    0.  138. ],"0,0"
[ 85.   17.   85.    4.    2.5   3.    6.    0.    0.  138. ],"0,0"
[ 68.   18.    0.    0.    2.5   4.    6.    0.    0.  138. ],"0,0"
[ 63.  19.   0.   0.   0.   0.   6.   0.   0. 138.],"0,1"
[101.  20.  75.   1.   0.   0.   6.   0.   0. 138.],"0,1"
[132.  21.  75.   2.   2.   1.   6.   0.   0. 138.],"4,0"
[145.  22.  75.   3.   2.   2.   6.   0.   0. 138.],"0,0"
[166.  23.  75.   4.   2.   3.   6.   0.   0. 138.],"0,0"
[155.    0.    0.    0.    2.5   4.    6.    0.    0.  144. ],"1,0"
[107.   1.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[111.   2.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[109.   3.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[112.   4.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[108.   5.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[104.   6.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[104.   7.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[100.   8.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[103.   9.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[102.  10.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[104.  11.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[108.  12.  81.   1.   0.   0.   6.   0.   0. 144.],"0,0"
[141.  13.  81.   2.   2.   1.   6.   0.   0. 144.],"4,0"
[157.  14.  81.   3.   2.   2.   6.   0.   0. 144.],"0,0"
[173.  15.  81.   4.   2.   3.   6.   0.   0. 144.],"0,0"
[154.   16.    0.    0.    2.5   4.    6.    0.    0.  144. ],"1,0"
[115.  17.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[117.  18.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[113.  19.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[118.  20.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[120.  21.   0.   0.   0.   0.   6.   0.   0. 144.],"0,0"
[120.  22.  76.   1.   0.   0.   6.   0.   0. 144.],"0,0"
[150.  23.  76.   2.   2.   1.   6.   0.   0. 144.],"4,0"
[154.   0.  76.   3.   2.   2.   6.   0.   0. 171.],"0,0"
[120.   1.  76.   4.   2.   3.   6.   0.   0. 171.],"0,0"
[103.   2.   0.   0.   2.   4.   6.   0.   0. 171.],"0,0"
[ 65.   3.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 99.   4.   0.   0.   0.   0.   6.   0.   0. 171.],"0,1"
[103.   5.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[105.   6.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[105.   7.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
